url,final_url,status,status_class,redirected,title,reference_count,source_files
https://about.bnef.com/insights/commodities/ai-data-center-build-advances-at-full-speed-five-things-to-know/,https://about.bnef.com/insights/commodities/ai-data-center-build-advances-at-full-speed-five-things-to-know/,200,verified_ok,False,AI Data Center Build Advances at Full Speed: Five Things to Know | BloombergNEF,1,forecaster_capex_comparison.yaml
https://about.fb.com/news/2025/10/meta-blue-owl-capital-develop-hyperion-data-center/,https://about.fb.com/news/2025/10/meta-blue-owl-capital-develop-hyperion-data-center/,200,verified_ok,False,Meta Announces Joint Venture With Funds Managed by Blue Owl Capital to Develop Hyperion Data Center,2,report.tex
https://atb.nrel.gov/electricity/2024/utility-scale_battery_storage,https://atb.nrel.gov/electricity/2024/utility-scale_battery_storage,200,verified_ok,False,Utility-Scale Battery Storage | Electricity | 2024 | ATB | NLR,1,anatomy_layer_costs.yaml
https://blog.google/company-news/inside-google/around-the-globe/google-europe/united-kingdom/waltham-cross-data-centre/,https://blog.google/company-news/inside-google/around-the-globe/google-europe/united-kingdom/waltham-cross-data-centre/,200,verified_ok,False,"Our new Waltham Cross data center is part of our two-year, £5 billion investment to help power the UK’s AI economy.",1,compute_commitments_overlay.yaml
https://blogs.microsoft.com/blog/2025/09/18/inside-the-worlds-most-powerful-ai-datacenter/,https://blogs.microsoft.com/blog/2025/09/18/inside-the-worlds-most-powerful-ai-datacenter/,200,verified_ok,False,Inside the world’s most powerful AI datacenter - The Official Microsoft Blog,6,anatomy_layer_costs.yaml;canonical_capacity_atoms.yaml;compute_commitments_overlay.yaml;report.tex
https://blogs.microsoft.com/blog/2025/11/18/microsoft-nvidia-and-anthropic-announce-strategic-partnerships/,https://blogs.microsoft.com/blog/2025/11/18/microsoft-nvidia-and-anthropic-announce-strategic-partnerships/,200,verified_ok,False,"Microsoft, NVIDIA and Anthropic announce strategic partnerships - The Official Microsoft Blog",2,canonical_capacity_atoms.yaml;compute_commitments_overlay.yaml
https://cloud.google.com/blog/products/compute,https://cloud.google.com/blog/products/compute,200,verified_ok,False,Compute | Google Cloud Blog,1,report.tex
https://datacenters.atmeta.com/richland-parish-data-center/,https://datacenters.atmeta.com/richland-parish-data-center/,200,verified_ok,False,The largest Meta data center yet brings big impact to Louisiana - Meta Data Centers,1,compute_commitments_overlay.yaml
https://datacentremagazine.com/articles/the-role-of-steel-in-todays-data-centre-industry,https://datacentremagazine.com/articles/the-role-of-steel-in-todays-data-centre-industry,403,blocked_manual_review,False,,1,anatomy_layer_costs.yaml
https://deepfundamental.substack.com/p/deep-dive-liquid-cooling,https://deepfundamental.substack.com/p/deep-dive-liquid-cooling,200,verified_ok,False,Deep Dive: Liquid Cooling - by Patrick Zhou,1,anatomy_layer_costs.yaml
https://emp.lbl.gov/publications/interconnection-cost-analysis-pjm,https://emp.lbl.gov/publications/interconnection-cost-analysis-pjm,403,blocked_manual_review,False,,1,anatomy_layer_costs.yaml
https://emp.lbl.gov/publications/queued-2025-edition-characteristics,https://emp.lbl.gov/publications/queued-2025-edition-characteristics,403,blocked_manual_review,False,,1,anatomy_layer_costs.yaml
https://epoch.ai/blog/introducing-the-frontier-data-centers-hub/,https://epoch.ai/blog/introducing-the-frontier-data-centers-hub,200,verified_ok,False,Introducing the Frontier Data Centers Hub | Epoch AI,2,forecaster_capex_comparison.yaml;report.tex
https://epoch.ai/data/data-centers,https://epoch.ai/data/data-centers,200,verified_ok,False,Frontier Data Centers | Epoch AI,54,canonical_capacity_atoms.yaml;facts_extract.yaml;report.tex
https://epoch.ai/data/data-centers-documentation,https://epoch.ai/data/data-centers-documentation,200,verified_ok,False,Frontier Data Centers Documentation | Epoch AI,2,report.tex
https://eta-publications.lbl.gov/sites/default/files/2024-12/lbnl-2024-united-states-data-center-energy-usage-report_1.pdf,https://eta-publications.lbl.gov/sites/default/files/2024-12/lbnl-2024-united-states-data-center-energy-usage-report_1.pdf,200,verified_ok,False,,1,forecaster_capex_comparison.yaml
https://finance.yahoo.com/news/nvidias-jensen-math-50-billion-033104538.html,https://finance.yahoo.com/news/nvidias-jensen-math-50-billion-033104538.html,200,verified_ok,False,Nvidia's 'Jensen Math' Of $50 Billion Revenue Per GW Gets A Reality Check: Here's What Barclays Analysts Project For NVDA,1,forecaster_capex_comparison.yaml
https://gasturbineworld.com/capital-costs/,https://gasturbineworld.com/capital-costs/,200,verified_ok,False,How much does it cost to build a gas power plant? - Gas Turbine World,1,anatomy_layer_costs.yaml
https://gridlab.org/wp-content/uploads/2025/09/GridLab_Gas-Turbine-Costs-Report-1.pdf,https://gridlab.org/wp-content/uploads/2025/09/GridLab_Gas-Turbine-Costs-Report-1.pdf,200,verified_ok,False,,1,anatomy_layer_costs.yaml
https://investor.fb.com/,https://investor.fb.com/,403,blocked_manual_review,False,,1,report.tex
https://ir.aboutamazon.com/,https://ir.aboutamazon.com/,403,blocked_manual_review,False,,1,report.tex
https://ir.applieddigital.com/news-events/press-releases/detail/128/applied-digital-finalizes-additional-150mw-lease-with,https://ir.applieddigital.com/news-events/press-releases/detail/128/applied-digital-finalizes-additional-150mw-lease-with,200,verified_ok,False,Applied Digital Finalizes Additional 150MW Lease with CoreWeave in North Dakota :: Applied Digital Corporation (APLD),3,canonical_capacity_atoms.yaml;neocloud_overlay.yaml
https://ir.applieddigital.com/news-events/press-releases/detail/132/applied-digital-announces-5-billion-ai-factory-lease-with,https://ir.applieddigital.com/news-events/press-releases/detail/132/applied-digital-announces-5-billion-ai-factory-lease-with,200,verified_ok,False,Applied Digital Announces $5 Billion AI Factory Lease with U.S. Based Investment Grade Hyperscaler at Polaris Forge 2 ND Campus :: Applied Digital Corporation (APLD),1,neocloud_overlay.yaml
https://lambda.ai/blog/lambda-raises-over-1.5b-from-twg-global-usit-to-build-superintelligence-cloud-infrastructure,https://lambda.ai/blog/lambda-raises-over-1.5b-from-twg-global-usit-to-build-superintelligence-cloud-infrastructure,200,verified_ok,False,"Lambda Raises Over $1.5B from TWG Global, USIT to Build Superintelligence Cloud Infrastructure",2,canonical_capacity_atoms.yaml
https://namcatlanta.org/2024/05/31/microsoft-grabs-another-160-acres-south-of-atlanta-for-data-centers/,https://namcatlanta.org/2024/05/31/microsoft-grabs-another-160-acres-south-of-atlanta-for-data-centers/,200,verified_ok,False,Microsoft grabs another 160 acres south of Atlanta for data centers | NAMC Greater Atlanta,1,anatomy_layer_costs.yaml
https://nebius.com/newsroom/nebius-signs-new-ai-infrastructure-agreement-with-meta,https://nebius.com/newsroom/nebius-signs-new-ai-infrastructure-agreement-with-meta,200,verified_ok,False,Nebius signs new AI infrastructure agreement with Meta; deal to accelerate growth of Nebius’s core business in AI cloud,7,canonical_capacity_atoms.yaml;compute_commitments_overlay.yaml;neocloud_overlay.yaml;report.tex
https://news.microsoft.com/source/emea/2025/11/microsoft-and-g42-accelerate-uaes-digital-future-with-major-data-centre-expansion/,https://news.microsoft.com/source/emea/2025/11/microsoft-and-g42-accelerate-uaes-digital-future-with-major-data-centre-expansion/,200,verified_ok,False,Microsoft and G42 Accelerate UAE’s Digital Future with Major Data Centre Expansion  - Source EMEA,3,canonical_capacity_atoms.yaml;compute_commitments_overlay.yaml;facts_extract.yaml
https://newsletter.semianalysis.com/p/co-packaged-optics-cpo-book-scaling,https://newsletter.semianalysis.com/p/co-packaged-optics-cpo-book-scaling,200,verified_ok,False,Co Packaged Optics (CPO) – Scaling with Light for the Next Wave of Interconnect,2,anatomy_layer_costs.yaml
https://northernvirginiamag.com/news/2025/11/04/amazon-buys-northern-virginia-data-center-site-for-record-700-million/,https://northernvirginiamag.com/news/2025/11/04/amazon-buys-northern-virginia-data-center-site-for-record-700-million/,200,verified_ok,False,Amazon Buys Bristow Data Center Site for Record $700 Million,1,anatomy_layer_costs.yaml
https://nvidianews.nvidia.com/news/nvidia-announces-financial-results-for-fourth-quarter-and-fiscal-2025,https://nvidianews.nvidia.com/news/nvidia-announces-financial-results-for-fourth-quarter-and-fiscal-2025,200,verified_ok,False,NVIDIA Announces Financial Results for Fourth Quarter and Fiscal 2025 | NVIDIA Newsroom,1,forecaster_capex_comparison.yaml
https://nvidianews.nvidia.com/news/nvidia-openai-partnership,https://nvidianews.nvidia.com/news/nvidia-openai-partnership,200,verified_ok,False,News Archive | NVIDIA Newsroom,1,report.tex
https://nvidianews.nvidia.com/news/openai-and-nvidia-announce-strategic-partnership-to-deploy-10gw-of-nvidia-systems,https://nvidianews.nvidia.com/news/openai-and-nvidia-announce-strategic-partnership-to-deploy-10gw-of-nvidia-systems,200,verified_ok,False,OpenAI and NVIDIA Announce Strategic Partnership to Deploy 10 Gigawatts of NVIDIA Systems | NVIDIA Newsroom,1,compute_commitments_overlay.yaml
https://openai.com/index/announcing-the-stargate-project,https://openai.com/index/announcing-the-stargate-project,403,blocked_manual_review,False,,3,report.tex
https://openai.com/index/announcing-the-stargate-project/,https://openai.com/index/announcing-the-stargate-project/,403,blocked_manual_review,False,,1,compute_commitments_overlay.yaml
https://openai.com/index/five-new-stargate-sites/,https://openai.com/index/five-new-stargate-sites/,403,blocked_manual_review,False,,3,compute_commitments_overlay.yaml;report.tex
https://openai.com/index/introducing-stargate-uae/,https://openai.com/index/introducing-stargate-uae/,403,blocked_manual_review,False,,1,compute_commitments_overlay.yaml
https://openai.com/index/openai-amd-strategic-partnership/,https://openai.com/index/openai-amd-strategic-partnership/,403,blocked_manual_review,False,,2,compute_commitments_overlay.yaml;report.tex
https://openai.com/index/openai-and-broadcom-announce-strategic-collaboration/,https://openai.com/index/openai-and-broadcom-announce-strategic-collaboration/,403,blocked_manual_review,False,,1,compute_commitments_overlay.yaml
https://openai.com/index/stargate-advances-with-partnership-with-oracle/,https://openai.com/index/stargate-advances-with-partnership-with-oracle/,403,blocked_manual_review,False,,1,compute_commitments_overlay.yaml
https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,200,verified_ok,False,Data centre cost trends - Data centre construction cost index 2025,1,anatomy_layer_costs.yaml
https://rilstaticasset.akamaized.net/sites/default/files/2024-08/Chairmans-statement-delievered-at-47th-AGM.pdf,https://www.ril.com/sites/default/files/2024-08/Chairmans-statement-delievered-at-47th-AGM.pdf,200,redirected_verified,True,,1,facts_extract.yaml
https://sacra.com/c/together-ai/,https://sacra.com/c/together-ai/,200,verified_ok,False,"Together AI revenue, valuation & funding | Sacra",1,neocloud_overlay.yaml
https://seekingalpha.com/article/4890719-vertiv-holdings-the-15-billion-backlog-liquid-cooling-dominance-and-the-ai-infrastructure-trade-wall-street-is-still-underpricing,https://seekingalpha.com/article/4890719-vertiv-holdings-the-15-billion-backlog-liquid-cooling-dominance-and-the-ai-infrastructure-trade-wall-street-is-still-underpricing,403,blocked_manual_review,False,,1,anatomy_layer_costs.yaml
https://siliconangle.com/2025/10/15/nscale-inks-200000-gpu-data-center-contract-microsoft/,https://siliconangle.com/2025/10/15/nscale-inks-200000-gpu-data-center-contract-microsoft/,200,verified_ok,False,"Nscale inks 200,000-GPU data center contract with Microsoft - SiliconANGLE",4,canonical_capacity_atoms.yaml;neocloud_overlay.yaml
https://siliconangle.com/2025/11/18/ai-cloud-operator-lambda-raises-1-5b-build-data-centers/,https://siliconangle.com/2025/11/18/ai-cloud-operator-lambda-raises-1-5b-build-data-centers/,200,verified_ok,False,AI cloud operator Lambda raises $1.5B+ to build data centers - SiliconANGLE,1,neocloud_overlay.yaml
https://situational-awareness.ai/racing-to-the-trillion-dollar-cluster/,https://situational-awareness.ai/racing-to-the-trillion-dollar-cluster/,200,verified_ok,False,IIIa. Racing to the Trillion-Dollar Cluster - SITUATIONAL AWARENESS,1,forecaster_capex_comparison.yaml
https://techcrunch.com/2026/02/19/reliance-unveils-110b-ai-investment-plan-as-india-ramps-up-tech-ambitions/,https://techcrunch.com/2026/02/19/reliance-unveils-110b-ai-investment-plan-as-india-ramps-up-tech-ambitions/,200,verified_ok,False,Reliance unveils $110B AI investment plan as India ramps up tech ambitions | TechCrunch,1,compute_commitments_overlay.yaml
https://urbanmilwaukee.com/2024/07/30/microsoft-buys-more-land-in-mount-pleasant-for-data-center/,https://urbanmilwaukee.com/2024/07/30/microsoft-buys-more-land-in-mount-pleasant-for-data-center/,200,verified_ok,False,Microsoft Buys More Land in Mount Pleasant For Data Center    » Urban Milwaukee,1,anatomy_layer_costs.yaml
https://www.aboutamazon.com/news/aws/aws-open-ai-workloads-compute-infrastructure,https://www.aboutamazon.com/news/aws/aws-open-ai-workloads-compute-infrastructure,200,verified_ok,False,AWS and OpenAI announce multi-year strategic partnership,1,compute_commitments_overlay.yaml
https://www.aboutamazon.com/news/company-news/amazon-invests-additional-5-billion-anthropic-ai,https://www.aboutamazon.com/news/company-news/amazon-invests-additional-5-billion-anthropic-ai,200,verified_ok,False,Amazon and Anthropic expand strategic collaboration,3,compute_commitments_overlay.yaml;facts_extract.yaml;report.tex
https://www.amd.com/en/newsroom/press-releases/2025-10-6-amd-and-openai-announce-strategic-partnership-to-d.html,https://www.amd.com/en/newsroom/press-releases/2025-10-6-amd-and-openai-announce-strategic-partnership-to-d.html,200,verified_ok,False,AMD and OpenAI Announce Strategic Partnership to Deploy 6 Gigawatts of AMD GPUs,3,compute_commitments_overlay.yaml;facts_extract.yaml;report.tex
https://www.amd.com/en/newsroom/press-releases/2025-5-13-amd-and-humain-form-strategic--10b-collaboration-.html,https://www.amd.com/en/newsroom/press-releases/2025-5-13-amd-and-humain-form-strategic--10b-collaboration-.html,200,verified_ok,False,"AMD and HUMAIN Form Strategic, $10B Collaboration to Advance Global AI",2,compute_commitments_overlay.yaml;facts_extract.yaml
https://www.amphenol-cs.com/connectors/copper/paladin,https://www.amphenol-cs.com/connectors/copper/paladin,403,blocked_manual_review,False,,1,anatomy_layer_costs.yaml
https://www.anthropic.com/news/anthropic-amazon-compute,https://www.anthropic.com/news/anthropic-amazon-compute,200,verified_ok,False,Anthropic and Amazon expand collaboration for up to 5 gigawatts of new compute \ Anthropic,6,canonical_capacity_atoms.yaml;compute_commitments_overlay.yaml;facts_extract.yaml;report.tex
https://www.anthropic.com/news/anthropic-invests-50-billion-in-american-ai-infrastructure,https://www.anthropic.com/news/anthropic-invests-50-billion-in-american-ai-infrastructure,200,verified_ok,False,Anthropic invests $50 billion in American AI infrastructure \ Anthropic,3,canonical_capacity_atoms.yaml;compute_commitments_overlay.yaml
https://www.anthropic.com/news/expanding-our-use-of-google-cloud-tpus-and-services,https://www.anthropic.com/news/expanding-our-use-of-google-cloud-tpus-and-services,200,verified_ok,False,Expanding our use of Google Cloud TPUs and Services \ Anthropic,4,compute_commitments_overlay.yaml;facts_extract.yaml;report.tex
https://www.anthropic.com/news/google-broadcom-partnership-compute,https://www.anthropic.com/news/google-broadcom-partnership-compute,200,verified_ok,False,Anthropic expands partnership with Google and Broadcom for multiple gigawatts of next-generation compute \ Anthropic,1,compute_commitments_overlay.yaml
https://www.bain.com/insights/how-can-we-meet-ais-insatiable-demand-for-compute-power-technology-report-2025/,https://www.bain.com/insights/how-can-we-meet-ais-insatiable-demand-for-compute-power-technology-report-2025/,403,blocked_manual_review,False,,1,forecaster_capex_comparison.yaml
https://www.businesstoday.in/latest/corporate/story/ril-agm-2024-jamnagar-to-get-gigawatt-scale-ai-ready-data-centre-powered-by-reliance-green-energy-443516-2024-08-29,https://www.businesstoday.in/technology/news/story/ril-agm-2024-jamnagar-to-get-gigawatt-scale-ai-ready-data-centre-powered-by-reliance-green-energy-443516-2024-08-29,200,redirected_verified,True,RIL AGM 2024: Jamnagar to get Gigawatt scale AI ready data centre powered by Reliance Green Energy - BusinessToday,2,canonical_capacity_atoms.yaml;compute_commitments_overlay.yaml
https://www.ciena.com/products/wavelogic/wavelogic-6,https://www.ciena.com/products/wavelogic/wavelogic-6,200,verified_ok,False,"Imagine innovating at the speed of 1.6 Tb/s. Now, you can. | Economics, sustainability, ease of adoption - Ciena",1,anatomy_layer_costs.yaml
https://www.cnbc.com/2025/11/19/musks-xai-will-be-customer-for-nvidia-data-center-in-saudi-arabia.html,https://www.cnbc.com/2025/11/19/musks-xai-will-be-customer-for-nvidia-data-center-in-saudi-arabia.html,200,verified_ok,False,,1,compute_commitments_overlay.yaml
https://www.constellationenergy.com/news/2024/Constellation-to-Launch-Crane-Clean-Energy-Center-Restoring-Jobs-and-Carbon-Free-Power-to-The-Grid.html,https://www.constellationenergy.com/news/2024/Constellation-to-Launch-Crane-Clean-Energy-Center-Restoring-Jobs-and-Carbon-Free-Power-to-The-Grid.html,200,verified_ok,False,"Constellation to Launch Crane Clean Energy Center, Restoring Jobs and Carbon-Free Power to The Grid",1,report.tex
https://www.constructelements.com/post/cost-to-build-modern-data-center-2026,https://www.constructelements.com/post/cost-to-build-modern-data-center-2026,200,verified_ok,False,Cost to Build a Modern Data Center in 2026 Explained,2,anatomy_layer_costs.yaml
https://www.coreweave.com/news,https://www.coreweave.com/newsroom,200,redirected_verified,True,News and Press Releases | CoreWeave,1,report.tex
https://www.crusoe.ai/resources/newsroom/crusoe-announces-new-900-mw-ai-factory-campus-in-abilene-texas-to-support-microsoft-ai-infrastructure,https://www.crusoe.ai/resources/newsroom/crusoe-announces-new-900-mw-ai-factory-campus-in-abilene-texas-to-support-microsoft-ai-infrastructure,200,verified_ok,False,"Crusoe Announces New 900 MW AI Factory Campus in Abilene, Texas to Support Microsoft AI Infrastructure",4,canonical_capacity_atoms.yaml;neocloud_overlay.yaml
https://www.crusoe.ai/resources/newsroom/crusoe-expands-ai-data-center-campus-in-abilene-to-1-2-gigawatts,https://www.crusoe.ai/resources/newsroom/crusoe-expands-ai-data-center-campus-in-abilene-to-1-2-gigawatts,200,verified_ok,False,Crusoe expands AI data center campus in Abilene to 1.2 gigawatts,1,report.tex
https://www.crusoe.ai/resources/newsroom/ge-vernova-and-crusoe-announce-major-29-unit-gas-turbine-deal,https://www.crusoe.ai/resources/newsroom/ge-vernova-and-crusoe-announce-major-29-unit-gas-turbine-deal,200,verified_ok,False,GE Vernova and Crusoe announce major 29-unit aeroderivative gas turbine deal to deliver power to AI data centers,1,anatomy_layer_costs.yaml
